CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,QUANTIZED_INC,QUANTIZED_AGE,QUANTIZED_WORK_YEAR,target
0,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14521,-4351,1,0,1,0,Laborers,2.0,low,low,low,0
1,0,1,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18571,-2970,1,0,0,0,Medicine staff,2.0,high,high,lowest,0
1,0,1,0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10906,-1619,1,0,0,1,,2.0,low,lowest,lowest,0
1,0,1,1,270000.0,Working,Higher education,Married,House / apartment,-13749,-2877,1,1,1,0,Managers,3.0,highest,low,lowest,0
1,1,0,1,157500.0,Working,Higher education,Married,House / apartment,-9697,-257,1,0,0,0,Sales staff,3.0,medium,lowest,lowest,0
1,0,1,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-17493,-3694,1,0,0,1,Medicine staff,2.0,lowest,medium,low,0
0,1,1,0,180000.0,Pensioner,Higher education,Married,House / apartment,-20693,365243,1,0,0,0,,2.0,medium,high,lowest,0
0,1,1,0,292500.0,Commercial associate,Secondary / secondary special,Married,With parents,-9980,-351,1,0,0,0,Drivers,2.0,highest,lowest,lowest,0
1,0,1,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,-11375,-1236,1,0,0,0,Sales staff,1.0,low,low,lowest,0
1,0,0,0,270000.0,Working,Higher education,Single / not married,Rented apartment,-13762,-1965,1,1,0,0,Medicine staff,1.0,highest,low,lowest,0
1,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18222,-5555,1,0,0,0,,2.0,medium,high,low,0
1,0,0,1,54000.0,Pensioner,Lower secondary,Married,House / apartment,-12129,365243,1,0,0,0,,3.0,lowest,low,lowest,0
1,0,1,2,157500.0,Working,Lower secondary,Civil marriage,House / apartment,-11300,-1007,1,0,0,0,Laborers,4.0,medium,low,lowest,0
1,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15170,-7979,1,0,0,0,High skill tech staff,2.0,low,medium,medium,0
1,0,1,0,130500.0,Pensioner,Higher education,Civil marriage,House / apartment,-21461,365243,1,0,0,0,,2.0,low,high,lowest,0
1,0,0,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-17870,-880,1,0,1,0,Accountants,2.0,highest,medium,lowest,0
1,0,0,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10177,-2339,1,0,1,0,,2.0,lowest,lowest,lowest,0
1,0,0,0,270000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16999,-1140,1,1,1,0,Sales staff,1.0,highest,medium,lowest,0
0,1,0,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14136,-2628,1,1,0,0,Managers,4.0,high,low,lowest,0
1,0,1,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,365243,1,0,1,0,,2.0,lowest,high,lowest,0
1,0,1,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11107,-1953,1,0,0,0,Core staff,2.0,high,low,lowest,0
1,0,1,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22491,365243,1,0,0,0,,2.0,medium,highest,lowest,0
0,0,0,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,-11265,-1628,1,0,0,0,Core staff,2.0,lowest,low,lowest,0
1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11812,-1642,1,1,0,0,Core staff,2.0,lowest,low,lowest,0
1,1,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-21563,-3509,1,1,1,0,Sales staff,2.0,lowest,highest,low,0
1,0,1,0,129150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13742,-2308,1,0,0,0,Drivers,1.0,low,low,lowest,0
1,1,1,3,126000.0,Working,Higher education,Married,House / apartment,-15003,-122,1,0,0,0,Managers,5.0,low,medium,lowest,0
0,1,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13688,-3506,1,0,1,0,Laborers,2.0,high,low,low,0
1,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15879,-1740,1,0,0,0,,3.0,medium,medium,lowest,0
1,1,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12330,-2809,1,0,1,1,Accountants,3.0,medium,low,lowest,0
0,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-2135,1,1,0,0,Laborers,1.0,medium,lowest,lowest,0
0,1,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9810,-2993,1,1,0,0,,2.0,medium,lowest,lowest,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20822,-12827,1,1,0,0,,2.0,low,high,highest,1
0,1,0,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17542,-645,1,0,0,1,Drivers,2.0,low,medium,lowest,0
0,1,1,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-14622,-2199,1,0,0,0,Core staff,2.0,high,medium,lowest,0
0,1,1,1,225000.0,Working,Higher education,Married,House / apartment,-12607,-2177,1,0,0,0,High skill tech staff,3.0,high,low,lowest,0
1,0,0,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18828,-6195,1,0,0,0,,2.0,low,high,low,0
1,1,1,0,360450.0,State servant,Secondary / secondary special,Married,House / apartment,-18854,-8509,1,0,0,0,,2.0,highest,high,medium,0
1,0,0,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-15329,-8510,1,0,0,0,Core staff,2.0,high,medium,medium,0
0,0,0,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13639,-430,1,0,0,0,Laborers,4.0,low,low,lowest,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,-15104,-1699,1,0,0,0,Laborers,2.0,low,medium,lowest,1
1,0,1,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14523,-3420,1,0,0,0,Core staff,2.0,high,low,low,1
1,0,0,2,99000.0,State servant,Secondary / secondary special,Married,House / apartment,-14360,-4660,1,0,1,1,Cleaning staff,4.0,lowest,low,low,0
1,0,1,1,135000.0,Working,Incomplete higher,Married,House / apartment,-15948,-9359,1,0,0,0,,3.0,low,medium,medium,0
1,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2.0,lowest,high,lowest,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16031,-5574,1,1,0,0,Laborers,2.0,low,medium,low,0
0,1,1,1,315000.0,Working,Higher education,Separated,House / apartment,-16166,-2531,1,0,0,0,Managers,2.0,highest,medium,lowest,0
0,1,0,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-13128,-1392,1,0,0,0,Laborers,2.0,highest,low,lowest,0
1,0,0,0,112500.0,Working,Secondary / secondary special,Married,Rented apartment,-11894,-2926,1,1,0,0,,2.0,lowest,low,lowest,0
1,0,1,1,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-14574,-964,1,0,1,1,Medicine staff,3.0,medium,low,lowest,0
1,0,1,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-18249,-11061,1,0,1,0,Medicine staff,2.0,lowest,high,high,0
0,0,0,0,112500.0,Pensioner,Higher education,Married,House / apartment,-20583,365243,1,0,1,0,,2.0,lowest,high,lowest,0
1,0,1,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20978,365243,1,0,1,0,,1.0,high,high,lowest,0
0,1,1,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,4.0,highest,medium,low,1
1,0,1,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19881,-8405,1,0,1,0,Accountants,1.0,medium,high,medium,0
1,0,1,0,76500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20145,-11907,1,1,1,0,Sales staff,1.0,lowest,high,high,0
0,0,1,0,382500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8760,-777,1,0,0,0,Managers,1.0,highest,lowest,lowest,0
1,0,0,0,441000.0,State servant,Higher education,Married,House / apartment,-18261,-7811,1,0,0,0,Core staff,2.0,highest,high,medium,0
1,1,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16805,-806,1,0,0,0,,2.0,highest,medium,lowest,0
1,1,1,0,225000.0,Working,Higher education,Married,House / apartment,-17402,-3153,1,0,1,0,Core staff,2.0,high,medium,lowest,0
1,0,0,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15150,-719,1,0,0,0,Medicine staff,3.0,lowest,medium,lowest,0
1,0,1,2,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-14874,-2407,1,0,0,0,Core staff,3.0,low,medium,lowest,0
0,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14565,-1304,1,0,0,0,Drivers,2.0,low,low,lowest,0
0,0,1,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11524,-2554,1,0,0,0,Sales staff,3.0,highest,low,lowest,0
1,0,0,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18799,-1466,1,1,0,0,Cleaning staff,1.0,lowest,high,lowest,0
1,0,1,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-18051,-1799,1,0,0,0,Security staff,2.0,low,high,lowest,0
1,0,1,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15560,-3688,1,0,1,0,Laborers,2.0,high,medium,low,0
0,0,1,1,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12443,-1169,1,0,1,0,Drivers,3.0,highest,low,lowest,0
1,0,1,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23843,365243,1,0,1,0,,2.0,lowest,highest,lowest,0
1,0,1,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21151,365243,1,0,0,1,,1.0,high,high,lowest,0
1,0,1,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340,365243,1,0,1,0,,1.0,medium,highest,lowest,0
0,0,0,0,112500.0,Pensioner,Higher education,Married,House / apartment,-20583,365243,1,0,1,0,,2.0,lowest,high,lowest,0
0,0,1,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-13885,-232,1,0,0,0,Laborers,3.0,lowest,low,lowest,0
1,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15244,-2998,1,0,0,0,Cooking staff,2.0,lowest,medium,lowest,0
1,0,1,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10397,-1037,1,0,0,0,Accountants,1.0,highest,lowest,lowest,0
1,1,1,0,180000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-20871,365243,1,0,0,0,,1.0,medium,high,lowest,0
0,1,0,0,135000.0,Working,Higher education,Married,House / apartment,-15519,-2026,1,1,0,0,,2.0,low,medium,lowest,0
1,0,1,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-16425,-2842,1,0,0,0,Managers,3.0,medium,medium,lowest,0
1,0,0,0,166500.0,Working,Higher education,Married,House / apartment,-21466,-3992,1,0,0,0,Core staff,2.0,medium,high,low,0
0,1,0,0,148500.0,State servant,Secondary / secondary special,Married,House / apartment,-10325,-3026,1,1,0,0,,2.0,medium,lowest,lowest,0
0,1,1,0,270000.0,Working,Higher education,Married,House / apartment,-10942,-412,1,0,0,0,Drivers,2.0,highest,lowest,lowest,0
1,0,1,2,270000.0,Pensioner,Higher education,Single / not married,House / apartment,-10425,-2745,1,0,0,0,Core staff,3.0,highest,lowest,lowest,1
0,0,0,1,225000.0,Working,Higher education,Married,House / apartment,-13747,-6273,1,0,0,0,Core staff,3.0,high,low,medium,0
0,0,1,0,225000.0,Working,Incomplete higher,Married,House / apartment,-11616,-3344,1,1,1,0,Laborers,2.0,high,low,low,0
1,1,0,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12309,-1962,1,0,0,0,,2.0,medium,low,lowest,0
1,0,0,0,49500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23871,365243,1,0,0,0,,1.0,lowest,highest,lowest,0
1,1,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,Cooking staff,2.0,lowest,high,lowest,0
1,0,1,0,117000.0,Pensioner,Higher education,Married,House / apartment,-21428,365243,1,0,1,0,,2.0,low,high,lowest,0
0,1,1,2,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-12258,-5450,1,0,0,0,Drivers,4.0,medium,low,low,0
1,0,1,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-19634,-1117,1,0,0,0,Sales staff,1.0,medium,high,lowest,0
1,0,1,0,315000.0,Working,Higher education,Separated,House / apartment,-22022,-12949,1,0,0,0,Core staff,1.0,highest,highest,highest,0
0,1,1,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-10398,-742,1,1,1,1,Core staff,3.0,highest,lowest,lowest,0
1,1,1,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21982,365243,1,0,0,0,,1.0,low,highest,lowest,0
0,1,0,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11392,-758,1,1,1,0,Managers,1.0,high,low,lowest,0
0,1,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,3.0,lowest,medium,lowest,0
0,1,1,0,220500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23113,365243,1,0,0,0,,2.0,high,highest,lowest,0
0,1,1,0,215100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19175,-1285,1,0,1,0,Laborers,2.0,high,high,lowest,1
0,1,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17568,-650,1,0,0,1,Drivers,2.0,low,medium,lowest,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15923,-961,1,0,0,0,Waiters/barmen staff,2.0,low,medium,lowest,0
0,1,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17975,-3476,1,0,0,0,Drivers,2.0,medium,high,low,0
1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17312,-2500,1,0,0,0,Sales staff,2.0,medium,medium,lowest,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-13595,-1387,1,0,0,0,Laborers,1.0,low,low,lowest,0
1,0,1,0,135000.0,State servant,Higher education,Married,House / apartment,-18964,-8671,1,0,1,0,Core staff,2.0,low,high,medium,0
1,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19253,-8863,1,0,0,0,Sales staff,2.0,high,high,medium,0
0,1,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20476,-525,1,0,0,0,Drivers,2.0,low,high,lowest,0
1,0,1,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18366,365243,1,0,0,0,,1.0,low,high,lowest,0
1,0,1,0,90000.0,Pensioner,Incomplete higher,Separated,House / apartment,-24129,365243,1,0,0,0,,1.0,lowest,highest,lowest,1
1,0,0,1,157500.0,Working,Lower secondary,Civil marriage,House / apartment,-11966,-2118,1,1,0,0,,3.0,medium,low,lowest,0
1,0,1,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13541,-3427,1,0,0,0,Core staff,3.0,lowest,low,low,0
0,0,1,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10375,-962,1,0,0,0,Laborers,2.0,highest,lowest,lowest,0
1,0,1,0,112500.0,Working,Higher education,Married,With parents,-9310,-825,1,0,0,0,Core staff,2.0,lowest,lowest,lowest,0
0,1,1,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11511,-3611,1,0,0,0,High skill tech staff,3.0,high,low,low,0
1,1,1,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21918,365243,1,0,0,1,,1.0,high,highest,lowest,1
1,0,0,1,405000.0,Working,Higher education,Married,With parents,-17754,-2593,1,1,0,0,Managers,3.0,highest,medium,lowest,0
0,1,0,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15974,-4867,1,0,0,1,Drivers,3.0,high,medium,low,0
0,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20831,-2423,1,0,0,0,Drivers,2.0,medium,high,lowest,0
1,0,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21529,365243,1,0,1,0,,2.0,lowest,high,lowest,0
0,1,1,0,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23362,365243,1,0,1,0,,2.0,highest,highest,lowest,0
1,0,1,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,365243,1,0,1,0,,2.0,lowest,high,lowest,0
0,1,1,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-24780,365243,1,0,0,0,,2.0,medium,highest,lowest,0
1,0,1,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-20589,-3680,1,0,0,0,,2.0,lowest,high,low,0
1,0,1,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-11506,-2331,1,0,0,0,,4.0,highest,low,lowest,0
1,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15837,-2694,1,1,1,0,,2.0,lowest,medium,lowest,1
1,0,1,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23770,365243,1,0,0,0,,2.0,medium,highest,lowest,0
0,1,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10386,-412,1,1,0,0,,1.0,low,lowest,lowest,0
1,0,0,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-12269,-196,1,0,1,0,Medicine staff,2.0,high,low,lowest,0
0,1,1,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,-17991,-683,1,0,0,0,Sales staff,2.0,highest,high,lowest,0
1,0,1,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24216,365243,1,0,0,0,,1.0,medium,highest,lowest,0
1,1,0,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22014,365243,1,0,0,0,,2.0,low,highest,lowest,0
1,0,1,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,365243,1,0,0,0,,2.0,medium,high,lowest,0
0,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-9120,-1693,1,0,0,0,Laborers,3.0,high,lowest,lowest,0
1,0,0,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14805,-1922,1,0,0,0,Sales staff,3.0,highest,medium,lowest,0
1,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18749,-2542,1,0,0,0,Sales staff,2.0,medium,high,lowest,0
1,1,1,0,112500.0,Commercial associate,Higher education,Married,With parents,-12630,-5145,1,0,0,0,Accountants,2.0,lowest,low,low,0
1,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,2.0,lowest,high,lowest,0
1,1,1,1,207000.0,Working,Higher education,Married,House / apartment,-10791,-2478,1,0,1,1,Accountants,3.0,high,lowest,lowest,0
1,0,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,medium,low,low,0
1,0,0,0,360000.0,Working,Higher education,Married,House / apartment,-17095,-6275,1,0,1,0,Core staff,2.0,highest,medium,medium,0
1,1,1,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-13424,-5251,1,0,0,0,,4.0,low,low,low,0
1,0,1,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-15569,-1639,1,1,0,0,Core staff,2.0,high,medium,lowest,0
1,1,1,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,highest,low,lowest,0
1,0,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15839,-1381,1,0,1,0,High skill tech staff,1.0,lowest,medium,lowest,0
1,0,0,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12640,-399,1,0,0,0,Accountants,3.0,high,low,lowest,0
1,0,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22481,365243,1,0,1,0,,2.0,medium,highest,lowest,0
0,1,0,0,256500.0,Pensioner,Higher education,Married,House / apartment,-21913,365243,1,0,1,0,,2.0,highest,highest,lowest,0
1,0,1,0,324000.0,Working,Secondary / secondary special,Separated,House / apartment,-16120,-1557,1,0,0,0,High skill tech staff,1.0,highest,medium,lowest,0
0,1,0,0,180000.0,Working,Secondary / secondary special,Separated,Municipal apartment,-14349,-317,1,0,0,0,Laborers,1.0,medium,low,lowest,0
1,0,1,0,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13541,-2935,1,0,0,1,Medicine staff,1.0,medium,low,lowest,0
0,0,0,0,67500.0,Working,Higher education,Single / not married,With parents,-11686,-2227,1,1,1,0,Laborers,1.0,lowest,low,lowest,0
1,0,0,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18590,-3382,1,0,1,0,Laborers,2.0,lowest,high,low,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15408,-1726,1,0,0,1,Laborers,2.0,lowest,medium,lowest,0
0,1,0,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13188,-227,1,0,0,0,Managers,2.0,high,low,lowest,0
1,0,1,1,33300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22784,365243,1,0,0,0,,3.0,lowest,highest,lowest,0
0,0,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15990,-1100,1,0,0,0,Laborers,1.0,lowest,medium,lowest,0
1,1,1,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-10213,-1707,1,0,0,0,Managers,2.0,medium,lowest,lowest,0
0,0,1,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-11111,-3350,1,0,0,0,High skill tech staff,2.0,highest,low,low,1
0,0,0,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14966,-399,1,1,0,0,,4.0,medium,medium,lowest,0
0,1,1,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15960,-3574,1,0,0,0,High skill tech staff,1.0,highest,medium,low,0
0,1,0,0,247500.0,Working,Incomplete higher,Single / not married,House / apartment,-8560,-316,1,1,0,0,Managers,1.0,high,lowest,lowest,0
1,0,1,0,202500.0,Working,Higher education,Married,House / apartment,-19444,-2832,1,0,0,0,,2.0,high,high,lowest,0
1,0,1,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-15720,-2569,1,0,1,0,Managers,3.0,high,medium,lowest,0
0,1,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18613,-3883,1,0,0,0,Laborers,3.0,high,high,low,0
0,0,1,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-1525,1,1,1,0,Low-skill Laborers,2.0,lowest,medium,lowest,0
1,0,1,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-19252,-2057,1,0,0,0,Sales staff,1.0,high,high,lowest,1
1,0,1,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20958,365243,1,0,0,0,,2.0,high,high,lowest,0
0,0,1,0,315000.0,Working,Incomplete higher,Separated,House / apartment,-12103,-1829,1,1,0,0,Laborers,1.0,highest,low,lowest,0
1,0,0,0,72000.0,Working,Higher education,Married,House / apartment,-9667,-1338,1,0,0,0,Core staff,2.0,lowest,lowest,lowest,0
1,1,1,0,315000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9130,-1390,1,0,1,0,Core staff,1.0,highest,lowest,lowest,0
1,0,1,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-17782,-3291,1,1,1,0,Managers,2.0,lowest,medium,low,0
1,0,1,2,157500.0,Working,Higher education,Single / not married,House / apartment,-18518,-1989,1,0,0,0,,3.0,medium,high,lowest,0
1,0,1,0,337500.0,State servant,Higher education,Married,House / apartment,-12797,-2318,1,0,0,0,Core staff,2.0,highest,low,lowest,0
0,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18731,-4397,1,0,0,0,Laborers,2.0,lowest,high,low,0
0,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,2.0,highest,medium,lowest,0
1,0,0,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13079,-2499,1,1,0,0,Managers,2.0,high,low,lowest,0
0,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17991,-3304,1,0,0,0,,3.0,medium,high,low,0
0,1,1,1,180000.0,Working,Higher education,Married,House / apartment,-14082,-1800,1,0,0,0,Managers,3.0,medium,low,lowest,0
0,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17778,-1194,1,0,0,0,Laborers,2.0,low,medium,lowest,0
0,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14416,-104,1,1,0,0,,3.0,lowest,low,lowest,0
1,1,1,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22504,365243,1,0,1,0,,1.0,low,highest,lowest,0
1,0,0,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19200,-11951,1,0,0,0,Medicine staff,1.0,medium,high,high,0
1,1,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13483,-5345,1,0,0,0,Laborers,2.0,lowest,low,low,0
0,1,1,1,810000.0,Commercial associate,Higher education,Married,House / apartment,-18365,-4456,1,1,1,1,,3.0,highest,high,low,0
1,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16817,-1557,1,0,0,0,Laborers,3.0,low,medium,lowest,0
0,1,1,0,315000.0,Commercial associate,Higher education,Married,Office apartment,-13630,-4387,1,0,0,0,Core staff,2.0,highest,low,low,0
1,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-22387,-1781,1,0,0,0,Core staff,1.0,highest,highest,lowest,0
1,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,1,0,0,1,Cleaning staff,2.0,lowest,high,lowest,0
1,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21195,-3913,1,1,1,0,,2.0,lowest,high,low,0
1,0,1,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19666,365243,1,0,0,0,,2.0,lowest,high,lowest,0
0,0,0,1,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876,-5239,1,0,0,0,Laborers,2.0,lowest,medium,low,0
1,0,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11004,-1570,1,0,0,0,Private service staff,2.0,low,low,lowest,0
1,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10309,-1610,1,0,0,0,Laborers,2.0,medium,lowest,lowest,0
1,1,1,1,360000.0,Working,Higher education,Married,House / apartment,-11619,-2475,1,0,0,0,,3.0,highest,low,lowest,0
1,0,1,0,135000.0,Working,Higher education,Married,House / apartment,-13299,-1628,1,0,0,0,Laborers,2.0,low,low,lowest,0
1,0,0,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14788,-2661,1,1,1,0,Core staff,3.0,lowest,medium,lowest,0
